Date,Month,Quarter,Day_of_Week,Season,Holiday_Flag,Customer_ID,Age,Gender,Income_Level,Location,Region,Customer_Tenure,Customer_Segment,Channel,Campaign_Name,Campaign_Type,Impressions,Clicks,CTR,Cost_per_Click,Total_Spend,Website_Visits,Pages_Per_Visit,Time_on_Site,Bounce_Rate,Social_Media_Interactions,Conversions,Product_Category,Purchase_Frequency,Average_Order_Value,Conversion_Value,Conversion_Rate,Customer_Satisfaction_Score,NPS_Score,Churn_Risk,LTV,Competitor_Activity_Index
2023-02-19,2,1,Sunday,Winter,No,CUST-100973,58.0,Male,,Rural,West,74,Standard,Paid Search,Holiday_Rush,Retention,11619.0,1731.0,0.149,3.85,6664.35,265.0,4.21,5.18,71.52,306.0,0,Home & Garden,17.0,44.95,0.0,0.0,7.0,6.0,Medium,1001.93,43.09
2023-03-23,3,1,Thursday,Spring,No,CUST-101640,40.0,Male,Mid,Urban,South,76,Premium,Paid Search,Spring_Sale,Acquisition,28815.0,2298.0,0.0798,0.97,2229.06,113.0,2.9,8.44,66.23,200.0,0,Sports,13.0,110.46,0.0,0.0,9.0,7.0,Medium,2023.9,24.93
2023-05-03,5,2,Wednesday,Spring,No,CUST-102425,40.0,Male,Mid,Urban,West,42,Basic,Email,Loyalty_Boost,Retention,3956.0,54.0,0.0137,1.74,93.96,455.0,,3.57,54.84,,0,Sports,15.0,636.25,0.0,0.0,4.0,5.0,High,10358.1,92.22
2023-02-17,2,1,Friday,Winter,No,CUST-100935,70.0,Male,Mid,Urban,East,38,Standard,Social Media,Back_to_School,Acquisition,20548.0,231.0,0.0112,3.91,903.21,226.0,11.31,1.38,81.99,491.0,0,Home & Garden,9.0,102.79,0.0,0.0,4.0,10.0,Medium,836.74,32.95
2023-07-31,7,3,Monday,Summer,No,CUST-104270,40.0,FEMALE,High,Suburban,South,98,Standard,Display Ads,Spring_Sale,Acquisition,14946.0,1698.0,0.1136,1.96,3328.08,489.0,11.45,0.5,85.02,692.0,0,Home & Garden,14.0,533.85,0.0,0.0,6.0,9.0,Low,6048.92,87.51
2023-05-30,5,2,Tuesday,Spring,No,CUST-102979,69.0,Female,Mid,Rural,West,21,Standard,Paid Search,Back_to_School,Acquisition,27144.0,3119.0,0.1149,4.21,13130.99,201.0,9.38,5.51,33.07,48.0,0,Home & Garden,12.0,32.12,0.0,0.0,1.0,8.0,High,529.38,9.1
2023-12-02,12,4,Saturday,Winter,No,CUST-106860,52.0,Male,High,Suburban,West,86,Basic,Social Media,Back_to_School,Acquisition,3124.0,394.0,0.1261,3.32,1308.08,240.0,,2.51,72.77,774.0,0,Apparel,16.0,36.66,0.0,0.0,7.0,3.0,Low,597.97,83.09
2023-07-02,7,3,Sunday,Summer,No,CUST-103650,69.0,Male,Low,Rural,South,75,Standard,Paid Search,Summer_Blast,Branding,41821.0,5725.0,0.1369,4.47,25590.75,255.0,7.5,7.02,76.79,748.0,0,Sports,9.0,127.79,0.0,0.0,3.0,6.0,High,1714.12,18.66
2023-10-23,10,4,Monday,Fall,No,CUST-106027,18.0,Female,Mid,Urban,South,119,Standard,Email,Holiday_Rush,Retention,47422.0,1723.0,0.0363,1.51,2601.73,300.0,10.74,5.23,33.55,91.0,0,Home & Garden,14.0,24.37,0.0,0.0,6.0,3.0,Low,317.43,88.63
2023-08-27,8,3,Sunday,Summer,No,CUST-104813,53.0,Female,Mid,Rural,East,82,Premium,Email,Holiday_Rush,Retention,13112.0,577.0,0.044,1.2,692.4,80.0,4.17,8.64,60.69,137.0,0,Apparel,8.0,517.28,0.0,0.0,8.0,3.0,Medium,4775.27,82.89
2023-11-23,11,4,Thursday,Fall,Yes,CUST-106638,67.0,Female,Mid,Urban,North,10,Standard,Referral,Holiday_Rush,Retention,29914.0,4245.0,0.1419,4.0,16980.0,162.0,9.97,,77.13,728.0,0,Sports,17.0,69.56,0.0,0.0,5.0,7.0,Medium,1108.31,26.08
2023-01-23,1,1,Monday,Winter,No,CUST-100411,41.0,Male,Mid,Suburban,West,84,Standard,Email,Loyalty_Boost,Retention,42695.0,3541.0,0.0829,1.31,4638.71,97.0,8.81,7.08,35.82,130.0,1,Apparel,4.0,241.02,241.02,0.0103,5.0,9.0,Medium,1322.88,4.81
2023-09-21,9,3,Thursday,Fall,No,CUST-105308,34.0,Female,High,Rural,East,78,Standard,Social Media,Loyalty_Boost,Retention,21972.0,1005.0,0.0457,3.65,3668.25,288.0,2.04,573.8636261297618,85.15,457.0,0,Health & Beauty,18.0,262.05,0.0,0.0,1.0,6.0,Low,6428.82,18.93
2023-03-21,3,1,Tuesday,Spring,No,CUST-101583,41.0,Female,Mid,Urban,East,55,Standard,Social Media,Loyalty_Boost,Retention,26036.0,1542.0,0.0592,2.21,3407.82,76.0,11.84,1.85,21.85,857.0,0,Sports,13.0,135.72,0.0,0.0,3.0,0.0,Medium,2504.89,44.99
2023-11-17,11,4,Friday,Fall,No,CUST-106517,53.0,Male,Low,Urban,South,10,Premium,Social Media,Loyalty_Boost,Retention,45268.0,4452.0,0.0983,1.93,8592.36,17.0,7.44,1.48,77.43,360.0,0,Apparel,6.0,147.27,0.0,0.0,,0.0,Low,755.17,93.79
2023-07-06,7,3,Thursday,Summer,No,CUST-103734,45.0,Male,Mid,Suburban,North,36,Premium,Email,Back_to_School,Acquisition,7951.0,705.0,0.0887,2.02,1424.1,306.0,4.31,9.14,73.33,892.0,0,Electronics,4.0,63.64,0.0,0.0,1.0,6.0,Medium,207.66,51.63
2023-08-21,8,3,Monday,Summer,No,CUST-104677,44.0,M,Mid,Urban,North,1,Basic,Email,Summer_Blast,Branding,4781.0,301.0,0.063,2.57,773.57,331.0,5.29,0.5,47.7,938.0,0,Sports,12.0,138.98,0.0,0.0,4.0,0.0,Medium,2014.99,53.34
2023-05-05,5,2,Friday,Spring,No,CUST-102468,70.0,Female,High,Urban,West,33,Basic,Direct,Spring_Sale,Acquisition,14507.0,2136.0,0.1472,3.49,7454.64,466.0,2.16,13.07,85.79,826.0,0,Apparel,7.0,90.47,0.0,0.0,5.0,1.0,Medium,590.28,98.1
2023-05-21,5,2,Sunday,Spring,No,CUST-102784,42.0,Male,Mid,Rural,South,93,Basic,Email,Spring_Sale,Acquisition,46719.0,5323.0,0.1139,2.83,15064.09,482.0,6.94,3.13,65.43,901.0,0,Electronics,7.0,66.64,0.0,0.0,4.0,9.0,High,608.73,67.42
2023-06-06,6,2,Tuesday,Summer,No,CUST-103128,60.0,Male,Low,Rural,North,111,Standard,Email,Holiday_Rush,Retention,46222.0,4822.0,0.1043,4.12,19866.64,372.0,8.46,26.97,23.17,169.0,0,Home & Garden,17.0,91.84,0.0,0.0,7.0,0.0,Low,2248.68,62.12
2023-05-25,5,2,Thursday,Spring,No,CUST-102872,45.0,Female,Low,Suburban,North,71,Standard,Display Ads,Back_to_School,Acquisition,7062.0,425.0,0.0602,1.91,811.75,118.0,2.24,5.54,37.57,930.0,0,Health & Beauty,5.0,77.93,0.0,0.0,2.0,1.0,Low,581.23,85.04
2023-11-06,11,4,Monday,Fall,No,CUST-106294,67.0,Male,Mid,Suburban,North,45,Premium,Email,Spring_Sale,Acquisition,16533.0,598.0,0.0362,0.12,71.76,307.0,3.52,1.32,79.97,537.0,0,Home & Garden,8.0,45.14,0.0,0.0,,10.0,High,487.6,52.53
2023-01-24,1,1,Tuesday,Winter,No,CUST-100419,59.0,Male,High,Urban,North,30,Standard,Display Ads,Back_to_School,Acquisition,44163.0,4831.0,0.1094,1.62,7826.22,173.0,,1.17,34.03,561.0,0,Home & Garden,12.0,45.14,0.0,0.0,7.0,3.0,Low,458.71,35.78
2023-06-26,6,2,Monday,Summer,No,CUST-103547,43.0,F,Mid,Urban,West,34,Premium,Social Media,Holiday_Rush,Retention,12744.0,1408.0,0.1105,1.84,2590.72,445.0,10.46,1.09,72.28,147.0,1,Electronics,18.0,13.35,13.35,0.0022,4.0,2.0,Low,266.44,48.5
2023-01-19,1,1,Thursday,Winter,No,CUST-100320,66.0,Female,Low,Urban,North,32,Standard,Email,Back_to_School,Acquisition,1515.0,208.0,0.1373,3.95,821.6,2.0,5.27,4.2,51.2,363.0,0,Sports,15.0,98.84,0.0,0.0,7.0,5.0,Low,2081.25,72.79
2023-10-28,10,4,Saturday,Fall,No,CUST-106118,51.0,Male,Low,Suburban,South,117,Premium,Display Ads,Summer_Blast,Branding,30709.0,1004.0,0.0327,4.07,4086.28,459.0,6.49,2.9,59.5,566.0,0,Health & Beauty,8.0,146.38,0.0,0.0,8.0,,Low,1205.37,98.25
2023-01-12,1,1,Thursday,Winter,No,CUST-100202,58.0,Female,,Urban,South,79,Standard,Paid Search,Back_to_School,Acquisition,32456.0,4845.0,0.1493,3.74,18120.3,211.0,1.33,4.08,30.6,46.0,0,Apparel,19.0,54.45,0.0,0.0,6.0,10.0,Low,1489.43,33.84
2023-11-03,11,4,Friday,Fall,No,CUST-106237,29.0,Female,High,Urban,North,111,Basic,Direct,Holiday_Rush,Retention,30947.0,1357.0,0.0438,4.3,5835.1,404.0,2.78,6.75,38.04,939.0,0,Electronics,6.0,87.31,0.0,0.0,6.0,5.0,Low,516.95,34.34
2023-01-28,1,1,Saturday,Winter,No,CUST-100526,45.0,Female,Low,Urban,East,2,Standard,Social Media,Loyalty_Boost,Retention,20382.0,1848.0,0.0907,0.57,1053.36,207.0,,34.09,20.65,86.0,0,Home & Garden,9.0,106.44,0.0,0.0,3.0,5.0,Low,849.51,22.03
2023-07-12,7,3,Wednesday,Summer,No,CUST-103863,46.0,Female,Low,Suburban,East,12,Premium,Referral,Back_to_School,Acquisition,6550.0,488.0,0.0745,4.46,,230.0,3.8,0.69,48.55,856.0,0,Home & Garden,1.0,116.09,0.0,0.0,6.0,8.0,Medium,,66.36
2023-10-25,10,4,Wednesday,Fall,No,CUST-106054,52.0,FEMALE,Low,Suburban,North,1,Premium,Paid Search,Back_to_School,Acquisition,31578.0,1974.0,0.0625,4.79,9455.46,360.0,2.99,0.5,87.67,167.0,0,Sports,12.0,37.67,0.0,0.0,1.0,5.0,High,648.62,4.03
2023-12-28,12,4,Thursday,Winter,No,CUST-107427,42.0,Female,Mid,Urban,West,14,Standard,Direct,Back_to_School,Acquisition,26204.0,1866.0,0.0712,2.67,,416.0,,4.5,54.68,,0,Home & Garden,15.0,122.81,0.0,0.0,2.0,3.0,Medium,2229.86,16.17
2023-08-08,8,3,Tuesday,Summer,No,CUST-104425,39.0,Female,High,Rural,South,11,Standard,Email,Spring_Sale,Acquisition,3646.0,390.0,0.107,3.77,1470.3,394.0,8.82,,68.6,419.0,0,Health & Beauty,11.0,97.11,0.0,0.0,,7.0,Medium,1336.92,27.18
2023-12-14,12,4,Thursday,Winter,No,CUST-107102,50.0,Female,Low,Urban,West,37,Standard,Email,Summer_Blast,Branding,38296.0,1277.0,0.0333,4.53,5784.81,141.0,8.79,0.65,85.07,337.0,0,Sports,4.0,15.73,0.0,0.0,3.0,0.0,Medium,83.15,71.28
2023-08-05,8,3,Saturday,Summer,No,CUST-104369,58.0,Male,Mid,Suburban,North,49,Standard,Email,Loyalty_Boost,Retention,34688.0,4920.0,0.1418,3.59,17662.8,321.0,6.64,7.29,65.6,750.0,0,Apparel,7.0,33.93,0.0,0.0,8.0,1.0,Medium,205.9,88.35
2023-06-17,6,2,Saturday,Summer,No,CUST-103366,45.0,Male,High,Suburban,South,89,Standard,Email,Summer_Blast,Branding,46637.0,1237.0,0.0265,4.36,5393.32,448.0,11.23,0.77,70.61,197.0,0,Sports,16.0,61.48,0.0,0.0,4.0,7.0,High,1047.59,52.38
2023-12-20,12,4,Wednesday,Winter,No,CUST-107250,63.0,Female,Mid,Urban,North,106,Premium,Social Media,Holiday_Rush,Retention,48455.0,5436.0,0.1122,2.64,14351.04,413.0,4.57,0.5,62.0,217.0,0,Health & Beauty,13.0,164.51,0.0,0.0,6.0,2.0,High,2483.99,61.77
2023-01-20,1,1,Friday,Winter,No,CUST-100342,50.0,Male,Mid,Urban,South,77,Premium,Email,Spring_Sale,Acquisition,40267.0,3556.0,0.0883,1.32,4693.92,336.0,3.83,22.22,73.94,344.0,0,Electronics,12.0,126.38,0.0,0.0,2.0,7.0,Low,1396.64,11.61
2023-10-15,10,4,Sunday,Fall,No,CUST-105817,35.0,Male,High,Suburban,West,66,Basic,Display Ads,Summer_Blast,Branding,14867.0,2095.0,0.1409,3.01,,109.0,10.79,7.18,71.02,153.0,0,Electronics,1.0,25.15,0.0,0.0,7.0,1.0,Low,32.45,62.52
2023-05-17,5,2,Wednesday,Spring,No,CUST-102706,38.0,Female,Low,Urban,North,47,Basic,Email,Spring_Sale,Acquisition,37880.0,3241.0,0.0856,0.57,1847.37,136.0,7.64,3.01,57.26,527.0,0,Electronics,19.0,49.78,0.0,0.0,8.0,3.0,Medium,1216.88,22.24
2023-03-18,3,1,Saturday,Spring,No,CUST-101517,39.0,Female,Mid,Urban,South,86,Basic,Paid Search,Spring_Sale,Acquisition,9845.0,1023.0,0.1039,4.97,5084.31,295.0,6.26,1.53,53.02,7.0,0,Apparel,18.0,152.56,0.0,0.0,8.0,0.0,Medium,2857.86,23.65
2023-05-17,5,2,Wednesday,Spring,No,CUST-102718,55.0,Female,Low,Rural,South,88,Standard,Email,Back_to_School,Acquisition,16582.0,1093.0,0.0659,0.39,426.27,287.0,11.95,0.92,20.94,510.0,0,Sports,15.0,65.13,0.0,0.0,8.0,8.0,Low,,21.21
2023-09-07,9,3,Thursday,Fall,No,CUST-105027,52.0,Female,Mid,Urban,East,27,Basic,Paid Search,Loyalty_Boost,Retention,28468.0,880.0,0.0309,4.14,3643.2,83.0,9.84,2.74,78.56,720.0,1,Sports,15.0,14.0,14.0,0.012,8.0,6.0,Medium,196.51,49.7
2023-10-06,10,4,Friday,Fall,No,CUST-105623,49.0,Female,Low,Urban,North,99,Basic,Referral,Summer_Blast,Branding,5541.0,480.0,0.0866,4.25,2040.0,144.0,10.61,0.82,68.63,6.0,0,Health & Beauty,7.0,47.2,0.0,0.0,8.0,10.0,High,393.82,18.91
2023-09-30,9,3,Saturday,Fall,No,CUST-105482,34.0,Female,High,Rural,East,96,Standard,Paid Search,Spring_Sale,Acquisition,30735.0,3148.0,0.1024,1.43,4501.64,353.0,6.31,1.95,78.71,950.0,0,Electronics,2.0,52.45,0.0,0.0,9.0,,Medium,102.76,46.47
2023-11-01,11,4,Wednesday,Fall,No,CUST-106196,67.0,Male,Mid,Urban,West,114,Premium,Social Media,Loyalty_Boost,Retention,5115.0,298.0,0.0583,0.76,226.48,3.0,6.47,4.13,69.87,,0,Electronics,9.0,74.58,0.0,0.0,7.0,1.0,Medium,637.42,70.34
2023-02-21,2,1,Tuesday,Winter,No,CUST-101007,41.0,Female,Mid,Rural,West,110,Standard,Paid Search,Holiday_Rush,Retention,38097.0,3786.0,0.0994,2.25,8518.5,144.0,7.88,,43.51,495.0,0,Home & Garden,3.0,174.56,0.0,0.0,9.0,8.0,Low,523.52,10.5
2023-12-07,12,4,Thursday,Winter,No,CUST-106958,63.0,Male,Low,Urban,North,103,Basic,Paid Search,Back_to_School,Acquisition,12517.0,1482.0,0.1184,4.23,,22.0,1.23,6.61,50.37,454.0,0,Sports,7.0,68.4,0.0,0.0,,9.0,Low,682.11,31.11
2023-06-21,6,2,Wednesday,Summer,No,CUST-103445,29.0,Male,,Suburban,North,16,Standard,Social Media,Loyalty_Boost,Retention,30322.0,1868.0,0.0616,3.42,6388.56,15.0,6.23,36.51,75.63,,0,Home & Garden,12.0,55.96,0.0,0.0,2.0,1.0,Medium,589.23,71.66
2023-09-27,9,3,Wednesday,Fall,No,CUST-105424,32.0,Male,Mid,Urban,West,29,Standard,Social Media,Summer_Blast,Branding,15080.0,1297.0,0.086,4.46,,422.0,4.53,8.66,87.63,627.0,0,Apparel,2.0,191.54,0.0,0.0,1.0,4.0,Low,405.97,64.91
2023-11-26,11,4,Sunday,Fall,No,CUST-106707,29.0,Non-binary,Low,Urban,South,113,Standard,Social Media,Holiday_Rush,Retention,44708.0,1961.0,0.0439,1.46,2863.06,486.0,7.05,3.17,88.32,962.0,0,Sports,6.0,112.86,0.0,0.0,7.0,2.0,High,729.1,9.67
2023-12-29,12,4,Friday,Winter,No,CUST-107452,59.0,Female,Low,Urban,West,44,Premium,Display Ads,Holiday_Rush,Retention,13142.0,1549.0,0.1179,3.52,5452.48,107.0,9.74,5.21,72.72,886.0,0,Electronics,15.0,64.57,0.0,0.0,9.0,5.0,Medium,851.14,50.23
2023-08-16,8,3,Wednesday,Summer,No,CUST-104568,63.0,Male,Mid,Suburban,South,57,Basic,Referral,Holiday_Rush,Retention,1536.0,163.0,0.1061,3.06,498.78,437.0,2.53,11.66,88.49,503.0,0,Sports,16.0,142.64,0.0,0.0,10.0,7.0,High,3058.65,3.29
2023-03-12,3,1,Sunday,Spring,No,CUST-101392,66.0,Male,Low,Urban,North,58,Basic,Email,Back_to_School,Acquisition,3380.0,69.0,0.0204,4.81,,88.0,9.47,16.05,73.31,86.0,0,Sports,15.0,159.31,0.0,0.0,10.0,9.0,Low,2913.23,72.65
2023-11-12,11,4,Sunday,Fall,No,CUST-106429,50.0,Female,Mid,Suburban,West,30,Premium,Email,Summer_Blast,Branding,45552.0,1570.0,0.0345,3.71,5824.7,183.0,7.62,9.29,68.83,660.0,0,Electronics,12.0,43.71,0.0,0.0,4.0,9.0,High,469.49,22.08
2023-08-14,8,3,Monday,Summer,No,CUST-104525,43.0,Male,Mid,Rural,South,57,Basic,Display Ads,Loyalty_Boost,Retention,29140.0,1559.0,0.0535,4.62,7202.58,235.0,7.56,12.74,22.59,821.0,0,Apparel,15.0,147.11,0.0,0.0,8.0,6.0,High,1990.0,15.37
2023-12-26,12,4,Tuesday,Winter,No,CUST-107385,34.0,Male,Mid,Suburban,West,48,Standard,Paid Search,Summer_Blast,Branding,22936.0,2603.0,0.1135,0.91,2368.73,242.0,6.3,2.7,36.13,819.0,0,Health & Beauty,19.0,39.47,0.0,0.0,5.0,9.0,Medium,861.32,40.86
2023-07-24,7,3,Monday,Summer,No,CUST-104116,64.0,Male,High,Suburban,West,31,Standard,Email,Holiday_Rush,Retention,31481.0,2320.0,0.0737,4.69,10880.8,139.0,8.26,8.87,38.48,155.0,0,Apparel,11.0,57.86,0.0,0.0,4.0,,High,695.4,95.04
2023-06-01,6,2,Thursday,Summer,No,CUST-103012,58.0,M,High,Urban,West,95,Basic,Email,Back_to_School,Acquisition,36125.0,2691.0,0.0745,4.87,13105.17,476.0,9.78,6.92,60.04,477.0,0,Sports,8.0,135.77,0.0,0.0,7.0,8.0,Low,1533.83,44.55
2023-04-13,4,2,Thursday,Spring,No,CUST-102040,20.0,Male,Low,Rural,West,117,Basic,Referral,Spring_Sale,Acquisition,24211.0,3395.0,0.1402,3.57,12120.15,374.0,5.48,,51.82,843.0,0,Home & Garden,2.0,138.02,0.0,0.0,9.0,1.0,Medium,400.29,22.87
2023-12-31,12,4,Sunday,Winter,Yes,CUST-107482,30.0,Female,Low,Rural,West,43,Standard,Social Media,Back_to_School,Acquisition,9397.0,1373.0,0.1461,4.29,,224.0,8.66,8.91,31.79,427.0,0,Electronics,4.0,494.58,0.0,0.0,6.0,5.0,Low,1711.75,46.44
2023-04-12,4,2,Wednesday,Spring,No,CUST-102003,46.0,Female,Mid,Rural,South,104,Basic,Email,Spring_Sale,Acquisition,25874.0,2506.0,0.0969,4.22,10575.32,237.0,5.58,0.5,31.96,694.0,0,Apparel,15.0,65.99,0.0,0.0,6.0,10.0,Low,1254.79,5.84
2023-09-01,9,3,Friday,Fall,No,CUST-104906,60.0,Male,Low,Rural,East,29,Standard,Social Media,Spring_Sale,Acquisition,15363.0,819.0,0.0533,2.8,2293.2,29.0,6.14,8.51,29.23,242.0,0,Health & Beauty,8.0,107.78,0.0,0.0,5.0,3.0,Medium,1251.56,83.28
11/10/2023,11,4,Friday,Fall,No,CUST-106368,55.0,Female,Low,Suburban,South,66,Basic,Email,Spring_Sale,Acquisition,45952.0,4241.0,0.0923,2.96,12553.36,287.0,1.82,5.28,51.9,275.0,0,Sports,5.0,143.03,0.0,0.0,6.0,3.0,Low,808.15,15.97
2023-12-05,12,4,Tuesday,Winter,No,CUST-106909,31.0,Male,Low,Suburban,East,40,Basic,Social Media,Summer_Blast,Branding,11800.0,921.0,0.0781,3.35,3085.35,311.0,1.36,4.67,55.48,549.0,0,Apparel,1.0,31.44,0.0,0.0,5.0,2.0,Low,41.65,59.37
2023-04-15,4,2,Saturday,Spring,No,CUST-102070,38.0,Female,Low,Rural,West,1,Standard,Email,Loyalty_Boost,Retention,23745.0,1252.0,0.0527,1.23,1539.96,110.0,7.51,4.51,46.76,10.0,0,Health & Beauty,12.0,48.45,0.0,0.0,2.0,8.0,High,614.4,14.12
2023-08-24,8,3,Thursday,Summer,No,CUST-104755,46.0,Non-binary,High,Suburban,East,70,Basic,Email,Back_to_School,Acquisition,19022.0,2175.0,0.1143,0.65,1413.75,416.0,6.01,6.98,45.32,110.0,0,Sports,16.0,242.95,0.0,0.0,2.0,5.0,Low,5741.81,81.76
2023-03-31,3,1,Friday,Spring,No,CUST-101789,43.0,Female,Mid,Urban,East,114,Standard,Paid Search,Loyalty_Boost,Retention,40094.0,2058.0,0.0513,1.3,2675.4,109.0,9.46,15.67,76.2,439.0,0,Health & Beauty,1.0,47.89,0.0,0.0,3.0,2.0,High,67.37,65.9
2023-07-23,7,3,Sunday,Summer,No,CUST-104110,31.0,Male,Mid,Rural,East,49,Standard,Email,Back_to_School,Acquisition,34461.0,1161.0,0.0337,3.26,3784.86,482.0,2.29,9.4,74.52,769.0,0,Apparel,18.0,39.72,0.0,0.0,8.0,5.0,Low,850.69,64.68
2023-12-08,12,4,Friday,Winter,No,CUST-106976,31.0,Female,High,Urban,North,37,Standard,Social Media,Holiday_Rush,Retention,42083.0,652.0,0.0155,2.48,1616.96,206.0,9.56,5.81,78.4,838.0,0,Electronics,1.0,17.91,0.0,0.0,4.0,,Low,26.59,24.11
2023-11-25,11,4,Saturday,Fall,No,CUST-106682,59.0,Male,Mid,Urban,West,9,Standard,Social Media,Loyalty_Boost,Retention,49074.0,7208.0,0.1469,3.46,24939.68,403.0,10.84,1.47,78.09,312.0,0,Apparel,11.0,30.48,0.0,0.0,8.0,5.0,Medium,,45.81
2023-12-09,12,4,Saturday,Winter,No,CUST-106990,42.0,Female,Mid,Urban,South,47,Standard,Social Media,Back_to_School,Acquisition,18409.0,2214.0,0.1203,2.09,4627.26,143.0,10.04,,77.67,558.0,0,Electronics,10.0,61.53,0.0,0.0,7.0,10.0,Medium,524.89,65.63
2023-09-27,9,3,Wednesday,Fall,No,CUST-105438,20.0,Non-binary,,Suburban,North,113,Standard,Referral,Spring_Sale,Acquisition,5379.0,669.0,0.1244,2.3,,55.0,7.05,6.59,61.53,10.0,0,Sports,17.0,146.46,0.0,0.0,8.0,5.0,Medium,2818.72,48.84
2023-09-22,9,3,Friday,Fall,No,CUST-105321,45.0,Non-binary,Low,Urban,North,81,Standard,Display Ads,Holiday_Rush,Retention,42518.0,3844.0,0.0904,2.58,9917.52,299.0,8.9,0.57,75.45,202.0,0,Health & Beauty,3.0,43.69,0.0,0.0,3.0,1.0,Low,131.35,8.39
2023-02-23,2,1,Thursday,Winter,No,CUST-101056,61.0,Male,Mid,Suburban,West,104,Basic,Display Ads,Holiday_Rush,Retention,40353.0,4243.0,0.1051,1.91,8104.13,88.0,3.84,5.17,71.82,131.0,0,Home & Garden,10.0,149.26,0.0,0.0,6.0,9.0,Low,1967.39,24.52
2023-11-29,11,4,Wednesday,Fall,No,CUST-106791,51.0,Male,Mid,Suburban,South,70,Standard,Social Media,Back_to_School,Acquisition,24506.0,1631.0,0.0666,3.52,5741.12,239.0,3.46,4.9,25.95,934.0,0,Apparel,16.0,69.89,0.0,0.0,2.0,3.0,Low,929.95,5.3
2023-10-06,10,4,Friday,Fall,No,CUST-105627,20.0,Male,Mid,Suburban,South,33,Standard,Paid Search,Summer_Blast,Branding,18045.0,1444.0,0.08,1.29,1862.76,123.0,2.73,6.21,72.68,402.0,1,Health & Beauty,2.0,74.33,74.33,0.0081,4.0,3.0,Medium,127.69,73.09
2023-04-28,4,2,Friday,Spring,No,CUST-102316,43.0,Male,Low,Urban,South,29,Standard,Paid Search,Spring_Sale,Acquisition,16260.0,2349.0,0.1445,4.29,10077.21,68.0,4.22,8.33,82.66,402.0,0,Health & Beauty,17.0,28.94,0.0,0.0,8.0,2.0,Medium,692.52,74.94
2023-08-15,8,3,Tuesday,Summer,No,CUST-104554,67.0,Male,Low,Rural,North,54,Basic,Paid Search,Loyalty_Boost,Retention,26138.0,3613.0,0.1382,2.42,8743.46,57.0,6.11,8.63,84.99,829.0,0,Health & Beauty,6.0,18.68,0.0,0.0,10.0,0.0,Low,140.23,1.56
2023-09-04,9,3,Monday,Fall,No,CUST-104961,66.0,Female,Low,Suburban,East,31,Premium,Referral,Back_to_School,Acquisition,6133.0,576.0,0.0939,2.91,1676.16,342.0,2.56,9.49,25.19,666.0,0,Apparel,13.0,266.65,0.0,0.0,3.0,2.0,High,3358.3,57.9
2023-01-18,1,1,Wednesday,Winter,No,CUST-100307,26.0,Male,Low,Suburban,South,97,Basic,Paid Search,Spring_Sale,Acquisition,15121.0,1730.0,0.1144,3.6,6228.0,353.0,4.14,20.04,36.98,774.0,0,Apparel,11.0,125.66,0.0,0.0,3.0,1.0,Low,,28.73
2023-05-07,5,2,Sunday,Spring,No,CUST-102505,39.0,Male,Mid,Urban,North,23,Basic,Email,Loyalty_Boost,Retention,3829.0,377.0,0.0985,2.03,765.31,71.0,5.66,10.9,69.58,299.0,0,Health & Beauty,10.0,34.49,0.0,0.0,10.0,8.0,High,344.39,53.07
2023-02-10,2,1,Friday,Winter,No,CUST-100766,35.0,Male,Mid,Rural,North,44,Standard,Email,Spring_Sale,Acquisition,543.0,66.0,0.1215,4.63,305.58,363.0,9.43,4.41,32.22,431.0,0,Home & Garden,3.0,73.08,0.0,0.0,7.0,3.0,Medium,277.53,55.69
2023-05-16,5,2,Tuesday,Spring,No,CUST-102698,68.0,Female,Low,Urban,North,76,Basic,Display Ads,Loyalty_Boost,Retention,20228.0,2562.0,0.1267,2.03,5200.86,214.0,8.08,12.01,25.58,164.0,0,Apparel,10.0,66.55,0.0,0.0,4.0,10.0,Medium,748.77,21.03
2023-05-08,5,2,Monday,Spring,No,CUST-102542,59.0,Male,Low,Urban,North,73,Standard,Referral,Loyalty_Boost,Retention,5744.0,402.0,0.07,4.67,1877.34,211.0,5.15,5.91,32.35,821.0,0,Sports,12.0,202.68,0.0,0.0,8.0,1.0,Low,2320.99,46.45
2023-04-29,4,2,Saturday,Spring,No,CUST-102350,69.0,Female,Mid,Rural,East,110,Standard,Referral,Spring_Sale,Acquisition,22563.0,912.0,0.0404,2.26,2061.12,231.0,4.96,,84.76,566.0,0,Home & Garden,16.0,97.08,0.0,0.0,6.0,8.0,High,2104.13,64.26
2023-01-04,1,1,Wednesday,Winter,No,CUST-100056,70.0,Non-binary,Mid,Rural,North,59,Premium,Social Media,Spring_Sale,Acquisition,23226.0,659.0,0.0284,4.31,2840.29,461.0,11.33,0.65,72.47,422.0,0,Electronics,1.0,76.82,0.0,0.0,9.0,8.0,Low,71.95,75.98
2023-10-23,10,4,Monday,Fall,No,CUST-106005,47.0,Female,Low,Suburban,East,60,Premium,Email,Summer_Blast,Branding,11034.0,640.0,0.058,3.15,2016.0,495.0,6.51,10.77,50.04,241.0,0,Sports,8.0,106.0,0.0,0.0,5.0,4.0,Medium,893.46,53.98
